NO_OF_FRAMES	2130
NO_OF_CAMERAS	6
NO_OF_MARKERS	31
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-09-10, 12:10:36.270	4128673.93321610
DATA_INCLUDED	3D
MARKER_NAMES	RFH	RBH	LBH	LFH	C7	IJ_chest	RAC_sho	LAC_sho	RHGT_sho	LHGT_sho	RPSI_back	LPSI_back	RASI	RLE_elb	RME_elb	LLE_elb	LME_elb	RUS_wrist	RRS_wrist	LUS_wrist	LRS_wrist	RTF_hand	RHM2_hand	RIF_hand	RHL5_hand	RLF_hand	LTF_hand	LHM2_hand	LIF_hand	LHL5_hand	LLF_hand
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Mixed	Measured	Mixed	Measured	Measured
Frame	Time	RFH X	RFH Y	RFH Z	RBH X	RBH Y	RBH Z	LBH X	LBH Y	LBH Z	LFH X	LFH Y	LFH Z	C7 X	C7 Y	C7 Z	IJ_chest X	IJ_chest Y	IJ_chest Z	RAC_sho X	RAC_sho Y	RAC_sho Z	LAC_sho X	LAC_sho Y	LAC_sho Z	RHGT_sho X	RHGT_sho Y	RHGT_sho Z	LHGT_sho X	LHGT_sho Y	LHGT_sho Z	RPSI_back X	RPSI_back Y	RPSI_back Z	LPSI_back X	LPSI_back Y	LPSI_back Z	RASI X	RASI Y	RASI Z	RLE_elb X	RLE_elb Y	RLE_elb Z	RME_elb X	RME_elb Y	RME_elb Z	LLE_elb X	LLE_elb Y	LLE_elb Z	LME_elb X	LME_elb Y	LME_elb Z	RUS_wrist X	RUS_wrist Y	RUS_wrist Z	RRS_wrist X	RRS_wrist Y	RRS_wrist Z	LUS_wrist X	LUS_wrist Y	LUS_wrist Z	LRS_wrist X	LRS_wrist Y	LRS_wrist Z	RTF_hand X	RTF_hand Y	RTF_hand Z	RHM2_hand X	RHM2_hand Y	RHM2_hand Z	RIF_hand X	RIF_hand Y	RIF_hand Z	RHL5_hand X	RHL5_hand Y	RHL5_hand Z	RLF_hand X	RLF_hand Y	RLF_hand Z	LTF_hand X	LTF_hand Y	LTF_hand Z	LHM2_hand X	LHM2_hand Y	LHM2_hand Z	LIF_hand X	LIF_hand Y	LIF_hand Z	LHL5_hand X	LHL5_hand Y	LHL5_hand Z	LLF_hand X	LLF_hand Y	LLF_hand Z	
1171	11.70000	383.093	-133.413	825.750	371.775	-235.299	808.941	209.359	-214.193	805.862	229.703	-108.569	827.571	291.790	-286.567	654.377	300.249	-167.003	599.304	508.104	-228.350	598.439	95.013	-231.008	579.805	555.206	-222.808	532.794	44.840	-231.036	503.976	354.405	-321.309	167.747	260.121	-318.999	174.901	0.000	0.000	0.000	598.765	-178.568	279.920	537.602	-218.942	239.319	17.955	-167.203	244.993	71.296	-207.118	209.733	510.321	49.254	285.293	447.444	37.317	314.598	117.605	63.943	271.313	181.526	49.181	301.598	370.310	130.921	301.347	435.027	133.776	315.817	412.874	221.784	296.077	488.714	130.593	297.457	506.976	199.791	294.608	260.760	139.664	298.826	188.741	143.885	307.820	198.491	233.626	295.531	130.903	132.971	285.689	111.141	204.351	276.207
1172	11.71000	383.077	-133.531	825.763	371.746	-235.382	808.924	209.345	-214.278	805.832	229.682	-108.646	827.584	291.782	-286.620	654.379	300.243	-167.038	599.341	508.105	-228.353	598.483	94.979	-231.042	579.823	555.192	-222.821	532.789	44.800	-231.056	503.976	354.399	-321.357	167.747	260.121	-319.026	174.892	0.000	0.000	0.000	598.729	-178.546	279.878	537.609	-218.934	239.367	17.872	-167.245	245.002	71.241	-207.121	209.717	510.279	49.236	285.308	447.476	37.290	314.639	117.553	63.898	271.347	181.500	49.146	301.606	370.263	130.887	301.349	434.936	133.798	315.740	412.814	221.762	296.072	488.726	130.564	297.451	506.973	199.790	294.549	260.710	139.624	298.838	188.686	143.868	307.773	198.475	233.549	295.562	130.868	132.948	285.672	111.060	204.338	276.252
1173	11.72000	383.073	-133.615	825.786	371.733	-235.487	808.932	209.320	-214.365	805.818	229.651	-108.758	827.609	291.776	-286.661	654.387	300.178	-167.098	599.342	508.099	-228.341	598.509	94.959	-231.060	579.852	555.150	-222.806	532.811	44.781	-231.109	504.026	354.389	-321.379	167.748	260.114	-319.051	174.899	0.000	0.000	0.000	598.671	-178.521	279.830	537.569	-218.996	239.466	17.850	-167.278	245.048	71.204	-207.164	209.767	510.240	49.254	285.253	447.474	37.285	314.689	117.534	63.874	271.347	181.471	49.101	301.617	370.262	130.894	301.366	434.979	133.771	315.807	412.854	221.769	296.078	488.708	130.544	297.455	506.993	199.772	294.512	260.712	139.617	298.827	188.677	143.835	307.817	198.411	233.547	295.494	130.839	132.890	285.707	110.966	204.226	276.357
1174	11.73000	383.039	-133.687	825.821	371.708	-235.568	808.934	209.279	-214.437	805.809	229.609	-108.853	827.639	291.742	-286.724	654.415	300.144	-167.161	599.386	508.072	-228.353	598.499	94.926	-231.091	579.876	555.161	-222.812	532.838	44.753	-231.151	504.038	354.382	-321.411	167.745	260.079	-319.077	174.905	0.000	0.000	0.000	598.674	-178.564	279.922	537.565	-218.989	239.485	17.808	-167.330	245.084	71.161	-207.171	209.778	510.231	49.232	285.335	447.460	37.275	314.689	117.480	63.834	271.402	181.484	49.086	301.617	370.280	130.896	301.438	435.008	133.783	315.824	412.881	221.783	296.120	488.698	130.549	297.432	506.958	199.771	294.574	260.667	139.596	298.832	188.627	143.794	307.806	198.334	233.526	295.473	130.795	132.844	285.764	110.919	204.207	276.414
1175	11.74000	383.059	-133.773	825.863	371.702	-235.640	808.933	209.288	-214.507	805.805	229.589	-108.925	827.656	291.735	-286.777	654.410	300.183	-167.178	599.342	508.063	-228.379	598.522	94.917	-231.103	579.887	555.104	-222.787	532.805	44.748	-231.167	504.048	354.388	-321.443	167.714	260.060	-319.132	174.922	0.000	0.000	0.000	598.660	-178.561	279.871	537.530	-218.997	239.514	17.789	-167.320	245.100	71.141	-207.190	209.768	510.240	49.231	285.322	447.376	37.326	314.657	117.453	63.785	271.451	181.426	49.035	301.666	370.306	130.947	301.474	434.977	133.799	315.863	412.888	221.799	296.209	488.693	130.546	297.492	506.969	199.767	294.618	260.661	139.576	298.804	188.604	143.731	307.896	198.335	233.485	295.476	130.734	132.771	285.857	110.908	204.194	276.453
1176	11.75000	382.971	-133.835	825.844	371.673	-235.688	808.917	209.275	-214.598	805.813	229.552	-109.035	827.659	291.736	-286.808	654.425	300.161	-167.216	599.324	508.065	-228.390	598.563	94.924	-231.148	579.892	555.125	-222.873	532.843	44.715	-231.213	504.073	354.373	-321.474	167.709	260.089	-319.136	174.889	0.000	0.000	0.000	598.677	-178.597	279.987	537.482	-218.980	239.546	17.732	-167.375	245.142	71.110	-207.199	209.817	510.222	49.247	285.398	447.390	37.330	314.765	117.461	63.773	271.460	181.387	49.022	301.684	370.331	130.991	301.521	434.978	133.792	315.905	413.035	221.820	296.231	488.696	130.548	297.542	507.007	199.786	294.742	260.657	139.570	298.801	188.573	143.705	307.903	198.331	233.469	295.437	130.768	132.789	285.881	110.896	204.161	276.517
1177	11.76000	382.948	-133.869	825.876	371.669	-235.749	808.933	209.243	-214.680	805.799	229.501	-109.122	827.706	291.743	-286.864	654.443	300.127	-167.273	599.326	508.064	-228.397	598.598	94.895	-231.154	579.943	555.105	-222.865	532.852	44.720	-231.236	504.126	354.389	-321.522	167.722	260.072	-319.182	174.891	0.000	0.000	0.000	598.578	-178.521	279.907	537.471	-218.996	239.559	17.758	-167.369	245.118	71.091	-207.214	209.797	510.203	49.264	285.442	447.433	37.295	314.871	117.441	63.772	271.470	181.391	48.977	301.723	370.321	131.040	301.525	434.985	133.816	316.012	413.047	221.860	296.337	488.624	130.574	297.661	507.011	199.765	294.837	260.646	139.544	298.771	188.562	143.693	307.929	198.286	233.426	295.539	130.729	132.759	285.943	110.788	204.097	276.678
1178	11.77000	382.905	-133.935	825.899	371.662	-235.818	808.933	209.189	-214.788	805.831	229.485	-109.197	827.713	291.733	-286.906	654.443	300.134	-167.329	599.368	508.056	-228.429	598.621	94.859	-231.192	579.983	555.115	-222.881	532.884	44.684	-231.269	504.144	354.364	-321.547	167.720	260.082	-319.210	174.914	0.000	0.000	0.000	598.596	-178.579	280.001	537.445	-218.987	239.582	17.717	-167.410	245.178	71.047	-207.222	209.814	510.164	49.278	285.473	447.417	37.293	314.920	117.420	63.723	271.527	181.369	48.970	301.731	370.354	131.069	301.628	434.978	133.864	316.053	413.100	221.888	296.400	488.605	130.586	297.739	506.998	199.776	294.948	260.631	139.501	298.808	188.532	143.643	308.031	198.270	233.419	295.578	130.677	132.695	285.988	110.789	204.093	276.724
1179	11.78000	382.862	-133.986	825.917	371.627	-235.886	808.960	209.172	-214.867	805.837	229.437	-109.312	827.756	291.720	-286.941	654.468	300.138	-167.404	599.395	508.046	-228.456	598.646	94.881	-231.228	579.985	555.114	-222.894	532.922	44.663	-231.295	504.180	354.357	-321.578	167.730	260.081	-319.249	174.899	0.000	0.000	0.000	598.559	-178.552	280.003	537.422	-219.005	239.623	17.682	-167.439	245.219	71.031	-207.252	209.869	510.147	49.313	285.523	447.405	37.330	315.006	117.389	63.688	271.559	181.350	48.934	301.781	370.356	131.143	301.707	434.976	133.866	316.158	413.112	221.928	296.431	488.632	130.594	297.822	506.991	199.780	295.030	260.552	139.483	298.898	188.476	143.602	308.098	198.210	233.384	295.631	130.641	132.683	286.041	110.720	204.039	276.816
1180	11.79000	382.852	-134.073	825.927	371.630	-235.919	808.931	209.170	-214.939	805.816	229.424	-109.383	827.782	291.693	-287.009	654.479	300.122	-167.443	599.425	508.028	-228.477	598.666	94.820	-231.251	580.058	555.117	-222.924	532.944	44.635	-231.331	504.222	354.351	-321.623	167.748	260.071	-319.287	174.897	0.000	0.000	0.000	598.495	-178.511	280.012	537.405	-219.003	239.671	17.674	-167.444	245.216	71.019	-207.294	209.888	510.128	49.325	285.627	447.331	37.367	315.082	117.389	63.710	271.565	181.319	48.896	301.837	370.360	131.180	301.768	434.940	133.911	316.275	413.143	221.948	296.460	488.615	130.643	297.871	507.001	199.807	295.077	260.558	139.462	298.911	188.436	143.552	308.124	198.161	233.354	295.657	130.621	132.654	286.092	110.685	204.034	276.872
1181	11.80000	382.814	-134.119	825.942	371.619	-235.971	808.940	209.146	-215.024	805.824	229.368	-109.485	827.765	291.706	-287.023	654.489	300.120	-167.465	599.416	508.037	-228.492	598.711	94.847	-231.267	580.068	555.089	-222.912	532.954	44.634	-231.345	504.265	354.351	-321.630	167.725	260.080	-319.313	174.908	0.000	0.000	0.000	598.511	-178.518	280.078	537.394	-219.010	239.694	17.626	-167.483	245.285	70.996	-207.289	209.909	510.110	49.351	285.673	447.357	37.363	315.208	117.353	63.652	271.605	181.322	48.874	301.870	370.391	131.188	301.890	434.943	133.928	316.334	413.147	221.953	296.521	488.619	130.667	297.952	507.033	199.803	295.164	260.551	139.459	298.917	188.418	143.549	308.187	198.113	233.366	295.771	130.590	132.627	286.123	110.677	203.997	276.909
1182	11.81000	382.781	-134.184	825.966	371.602	-236.026	808.956	209.139	-215.105	805.810	229.330	-109.554	827.794	291.709	-287.048	654.476	300.127	-167.521	599.422	508.006	-228.511	598.752	94.829	-231.296	580.095	555.120	-222.931	532.984	44.619	-231.366	504.288	354.349	-321.679	167.733	260.073	-319.337	174.914	0.000	0.000	0.000	598.459	-178.448	280.072	537.398	-218.969	239.728	17.593	-167.512	245.304	70.952	-207.298	209.926	510.072	49.382	285.723	447.349	37.395	315.222	117.304	63.637	271.655	181.257	48.853	301.895	370.340	131.171	302.003	434.879	133.937	316.425	413.121	222.049	296.596	488.550	130.677	298.065	506.981	199.834	295.170	260.543	139.409	298.943	188.369	143.509	308.241	198.096	233.336	295.653	130.558	132.625	286.143	110.669	203.971	276.913
1183	11.82000	382.757	-134.215	825.991	371.594	-236.085	808.965	209.148	-215.179	805.800	229.295	-109.641	827.814	291.679	-287.101	654.503	299.988	-167.466	599.510	508.019	-228.510	598.768	94.834	-231.335	580.116	555.115	-222.942	533.054	44.595	-231.392	504.277	354.346	-321.735	167.770	260.061	-319.384	174.918	0.000	0.000	0.000	598.474	-178.451	280.123	537.386	-219.006	239.778	17.571	-167.519	245.306	70.939	-207.289	209.902	510.063	49.379	285.823	447.348	37.395	315.318	117.304	63.621	271.633	181.279	48.850	301.902	370.252	131.148	302.069	434.896	133.955	316.481	413.005	222.041	296.700	488.518	130.693	298.117	506.905	199.863	295.199	260.537	139.426	298.906	188.370	143.485	308.209	198.107	233.281	295.633	130.590	132.557	286.071	110.652	203.945	276.886
1184	11.83000	382.704	-134.292	826.017	371.567	-236.146	808.971	209.112	-215.283	805.809	229.286	-109.696	827.780	291.685	-287.149	654.485	300.128	-167.610	599.466	508.010	-228.523	598.773	94.781	-231.371	580.151	555.096	-222.906	533.067	44.579	-231.419	504.303	354.340	-321.738	167.763	260.067	-319.414	174.919	0.000	0.000	0.000	598.441	-178.394	280.095	537.415	-218.996	239.825	17.567	-167.537	245.291	70.924	-207.322	209.945	510.032	49.423	285.836	447.323	37.404	315.366	117.291	63.596	271.661	181.227	48.808	301.929	370.168	131.155	302.154	434.845	133.971	316.479	413.002	222.016	296.642	488.432	130.758	298.151	506.794	199.894	295.179	260.542	139.428	298.930	188.305	143.460	308.280	198.046	233.272	295.521	130.582	132.520	286.085	110.638	203.909	276.838
1185	11.84000	382.692	-134.331	826.015	371.571	-236.210	808.975	209.063	-215.354	805.806	229.247	-109.773	827.811	291.676	-287.188	654.499	300.064	-167.682	599.446	507.988	-228.521	598.807	94.781	-231.388	580.120	555.112	-222.896	533.113	44.576	-231.472	504.341	354.333	-321.782	167.742	260.062	-319.442	174.897	0.000	0.000	0.000	598.516	-178.454	280.219	537.422	-218.992	239.867	17.529	-167.572	245.342	70.898	-207.360	209.944	509.974	49.427	285.820	447.249	37.424	315.383	117.255	63.554	271.691	181.231	48.806	301.929	370.121	131.119	302.216	434.798	133.968	316.521	412.894	222.027	296.784	488.379	130.757	298.193	506.732	199.910	295.170	260.489	139.395	298.932	188.289	143.448	308.239	198.040	233.261	295.407	130.576	132.496	286.046	110.622	203.899	276.797
1186	11.85000	382.656	-134.388	826.046	371.541	-236.258	808.953	209.082	-215.402	805.800	229.208	-109.861	827.844	291.661	-287.226	654.513	300.073	-167.712	599.459	507.974	-228.528	598.847	94.776	-231.445	580.164	555.107	-222.889	533.112	44.554	-231.490	504.326	354.318	-321.840	167.761	260.037	-319.458	174.906	0.000	0.000	0.000	598.465	-178.361	280.177	537.446	-218.996	239.856	17.503	-167.596	245.329	70.857	-207.376	209.940	509.923	49.463	285.842	447.241	37.394	315.411	117.233	63.528	271.690	181.199	48.774	301.929	370.018	131.105	302.295	434.752	133.941	316.566	412.792	222.029	296.806	488.328	130.752	298.176	506.644	199.893	295.196	260.440	139.366	298.913	188.332	143.435	308.158	198.031	233.257	295.245	130.543	132.466	286.020	110.593	203.858	276.785
1187	11.86000	382.628	-134.442	826.061	371.521	-236.300	808.933	209.034	-215.505	805.790	229.197	-109.921	827.851	291.655	-287.262	654.490	300.093	-167.782	599.425	507.956	-228.527	598.869	94.760	-231.465	580.165	555.107	-222.923	533.163	44.569	-231.533	504.316	354.329	-321.866	167.730	260.033	-319.483	174.907	0.000	0.000	0.000	598.465	-178.347	280.232	537.476	-218.993	239.891	17.490	-167.636	245.331	70.827	-207.406	209.969	509.889	49.467	285.870	447.186	37.386	315.416	117.216	63.494	271.676	181.174	48.745	301.883	369.928	131.073	302.376	434.691	133.931	316.548	412.728	222.016	296.881	488.267	130.744	298.211	506.583	199.915	295.224	260.459	139.357	298.825	188.287	143.386	308.156	198.013	233.206	295.155	130.495	132.487	286.071	110.544	203.828	276.720
1188	11.87000	382.608	-134.500	826.059	371.493	-236.362	808.957	209.024	-215.553	805.787	229.145	-109.984	827.827	291.655	-287.283	654.486	300.040	-167.783	599.511	507.963	-228.543	598.892	94.742	-231.516	580.152	555.090	-222.891	533.200	44.537	-231.588	504.358	354.288	-321.869	167.739	260.011	-319.525	174.918	0.000	0.000	0.000	598.457	-178.316	280.247	537.483	-218.998	239.925	17.456	-167.691	245.358	70.823	-207.439	209.955	509.857	49.435	285.852	447.114	37.379	315.393	117.184	63.465	271.632	181.186	48.730	301.812	369.843	131.041	302.365	434.639	133.909	316.556	412.646	221.994	296.916	488.179	130.726	298.228	506.509	199.900	295.237	260.438	139.337	298.725	188.270	143.378	308.087	197.964	233.151	295.100	130.460	132.470	285.977	110.507	203.802	276.711
1189	11.88000	382.558	-134.563	826.105	371.475	-236.408	808.972	209.007	-215.619	805.774	229.140	-110.035	827.878	291.666	-287.321	654.488	300.016	-167.806	599.578	507.959	-228.531	598.909	94.734	-231.526	580.180	555.093	-222.894	533.227	44.513	-231.620	504.358	354.281	-321.882	167.723	260.008	-319.562	174.940	0.000	0.000	0.000	598.502	-178.330	280.313	537.481	-219.025	239.960	17.465	-167.723	245.323	70.810	-207.496	209.969	509.831	49.413	285.901	447.123	37.347	315.415	117.150	63.390	271.608	181.161	48.689	301.781	369.801	131.048	302.351	434.563	133.891	316.542	412.605	221.970	296.889	488.131	130.708	298.249	506.419	199.895	295.254	260.378	139.303	298.685	188.207	143.350	308.045	197.907	233.110	295.042	130.461	132.370	285.886	110.464	203.721	276.692
1190	11.89000	382.576	-134.630	826.136	371.462	-236.466	808.960	208.967	-215.688	805.737	229.096	-110.149	827.907	291.642	-287.363	654.526	300.008	-167.780	599.535	507.935	-228.525	598.939	94.732	-231.547	580.131	555.069	-222.883	533.269	44.489	-231.667	504.356	354.285	-321.924	167.738	260.007	-319.584	174.924	0.000	0.000	0.000	598.421	-178.280	280.259	537.523	-218.999	239.988	17.460	-167.796	245.290	70.822	-207.557	209.955	509.755	49.445	285.857	447.075	37.321	315.437	117.106	63.351	271.550	181.106	48.635	301.744	369.708	131.027	302.287	434.488	133.888	316.606	412.559	221.933	296.899	488.103	130.698	298.220	506.377	199.865	295.251	260.310	139.273	298.606	188.153	143.270	308.007	197.834	233.076	294.987	130.365	132.331	285.953	110.212	203.506	276.893
1191	11.90000	382.500	-134.648	826.136	371.429	-236.516	808.968	208.946	-215.773	805.741	229.024	-110.230	827.945	291.634	-287.371	654.522	300.066	-167.827	599.517	507.963	-228.520	598.990	94.695	-231.578	580.150	555.061	-222.866	533.307	44.493	-231.676	504.316	354.265	-321.972	167.774	260.002	-319.609	174.949	0.000	0.000	0.000	598.457	-178.313	280.329	537.526	-219.051	239.981	17.451	-167.866	245.244	70.805	-207.641	209.961	509.742	49.407	285.898	447.052	37.305	315.410	117.073	63.257	271.508	181.046	48.583	301.662	369.697	131.010	302.262	434.488	133.845	316.536	412.533	221.904	296.855	488.046	130.679	298.182	506.320	199.857	295.222	260.241	139.239	298.560	188.110	143.226	308.017	197.744	233.012	294.972	130.324	132.273	285.890	110.339	203.596	276.600
1192	11.91000	382.506	-134.741	826.200	371.397	-236.561	808.946	208.914	-215.826	805.730	228.985	-110.290	827.925	291.636	-287.405	654.533	299.971	-167.907	599.548	507.925	-228.517	598.999	94.710	-231.598	580.149	555.118	-222.885	533.337	44.469	-231.721	504.325	354.262	-322.001	167.768	259.990	-319.632	174.954	0.000	0.000	0.000	598.440	-178.335	280.334	537.521	-219.094	240.062	17.429	-167.947	245.227	70.824	-207.694	209.913	509.702	49.380	285.870	447.033	37.280	315.423	117.043	63.210	271.434	181.037	48.520	301.585	369.642	130.999	302.236	434.406	133.831	316.527	412.490	221.866	296.778	487.969	130.690	298.117	506.278	199.837	295.118	260.146	139.174	298.533	188.032	143.168	307.954	197.649	232.938	294.893	130.267	132.215	285.806	110.097	203.367	276.690
1193	11.92000	382.443	-134.768	826.195	371.363	-236.609	808.967	208.882	-215.888	805.681	228.990	-110.331	827.928	291.639	-287.404	654.541	299.984	-167.918	599.539	507.935	-228.505	599.025	94.699	-231.613	580.149	555.079	-222.857	533.353	44.471	-231.758	504.335	354.241	-322.018	167.771	259.970	-319.681	174.973	0.000	0.000	0.000	598.464	-178.357	280.361	537.521	-219.138	240.075	17.465	-168.048	245.183	70.839	-207.826	209.908	509.677	49.362	285.817	446.992	37.289	315.390	116.977	63.096	271.400	180.940	48.441	301.531	369.653	130.921	302.068	434.362	133.811	316.425	412.421	221.827	296.695	487.929	130.671	298.067	506.244	199.814	295.047	260.101	139.127	298.488	187.935	143.104	307.900	197.477	232.940	294.710	130.172	132.134	285.741	110.025	203.282	276.609
1194	11.93000	382.418	-134.841	826.235	371.339	-236.668	808.979	208.867	-215.929	805.702	228.952	-110.418	827.958	291.622	-287.442	654.543	299.946	-167.915	599.565	507.952	-228.511	599.079	94.700	-231.640	580.122	555.092	-222.814	533.373	44.461	-231.805	504.305	354.222	-322.067	167.782	259.956	-319.659	174.945	0.000	0.000	0.000	598.439	-178.358	280.371	537.520	-219.205	240.121	17.472	-168.147	245.106	70.830	-207.898	209.892	509.628	49.355	285.797	446.953	37.264	315.356	116.933	62.986	271.353	180.892	48.382	301.490	369.598	130.863	302.101	434.369	133.811	316.374	412.376	221.759	296.558	487.935	130.591	297.981	506.136	199.804	294.899	260.040	139.092	298.417	187.831	143.061	307.744	197.418	232.915	294.508	130.093	132.067	285.601	110.101	203.359	276.339
1195	11.94000	382.365	-134.875	826.299	371.318	-236.706	808.973	208.822	-216.000	805.668	228.884	-110.495	827.990	291.606	-287.478	654.554	299.943	-167.929	599.614	507.933	-228.500	599.121	94.654	-231.688	580.107	555.077	-222.829	533.384	44.445	-231.847	504.289	354.224	-322.058	167.747	259.960	-319.697	174.960	0.000	0.000	0.000	598.396	-178.415	280.349	537.497	-219.274	240.167	17.432	-168.292	245.120	70.842	-208.022	209.910	509.605	49.302	285.735	446.986	37.209	315.346	116.874	62.895	271.241	180.827	48.312	301.412	369.556	130.833	301.999	434.294	133.767	316.362	412.322	221.716	296.451	487.907	130.558	297.917	506.067	199.784	294.777	259.924	138.997	298.305	187.847	143.003	307.580	197.281	232.852	294.364	130.007	131.994	285.529	109.990	203.250	276.251
1196	11.95000	382.291	-134.919	826.295	371.269	-236.754	808.972	208.803	-216.055	805.674	228.883	-110.521	827.994	291.583	-287.500	654.585	299.941	-167.951	599.570	507.945	-228.484	599.138	94.666	-231.724	580.101	555.059	-222.821	533.416	44.443	-231.944	504.284	354.206	-322.103	167.763	259.970	-319.742	174.938	0.000	0.000	0.000	598.393	-178.436	280.389	537.474	-219.313	240.186	17.437	-168.409	245.063	70.847	-208.112	209.902	509.552	49.296	285.633	446.927	37.203	315.306	116.836	62.818	271.177	180.788	48.210	301.366	369.519	130.762	301.940	434.299	133.719	316.296	412.262	221.660	296.362	487.886	130.503	297.873	505.999	199.734	294.702	259.826	138.989	298.095	187.793	142.941	307.429	197.245	232.764	294.221	130.016	131.857	285.317	109.881	203.152	276.188
1197	11.96000	382.289	-134.980	826.354	371.239	-236.807	808.976	208.769	-216.088	805.640	228.797	-110.613	828.041	291.589	-287.526	654.574	299.939	-167.986	599.610	507.904	-228.481	599.171	94.654	-231.777	580.120	555.053	-222.827	533.439	44.413	-232.040	504.290	354.206	-322.121	167.771	259.954	-319.774	174.965	0.000	0.000	0.000	598.428	-178.498	280.430	537.475	-219.384	240.223	17.424	-168.549	245.089	70.842	-208.255	209.888	509.540	49.202	285.627	446.852	37.161	315.236	116.787	62.723	271.032	180.779	48.151	301.265	369.475	130.726	301.852	434.277	133.668	316.220	412.214	221.616	296.268	487.850	130.453	297.821	505.984	199.666	294.667	259.801	138.924	297.989	187.763	142.888	307.313	197.191	232.694	294.052	129.924	131.817	285.281	109.834	203.085	275.962
1198	11.97000	382.227	-135.006	826.342	371.227	-236.837	808.958	208.702	-216.171	805.657	228.742	-110.677	828.063	291.576	-287.510	654.578	299.840	-167.979	599.631	507.918	-228.478	599.198	94.625	-231.824	580.094	555.074	-222.851	533.480	44.440	-232.096	504.259	354.211	-322.172	167.768	259.971	-319.808	174.942	0.000	0.000	0.000	598.382	-178.507	280.401	537.499	-219.403	240.195	17.406	-168.668	245.103	70.857	-208.343	209.833	509.492	49.162	285.583	446.788	37.130	315.167	116.768	62.634	270.946	180.778	48.065	301.197	369.437	130.687	301.738	434.183	133.654	316.131	412.206	221.562	296.154	487.806	130.384	297.784	505.928	199.629	294.626	259.788	138.884	297.810	187.700	142.809	307.241	197.162	232.587	293.846	129.879	131.733	285.229	109.776	202.983	275.792
1199	11.98000	382.161	-135.067	826.400	371.168	-236.888	808.964	208.695	-216.214	805.646	228.698	-110.717	828.057	291.556	-287.546	654.590	299.837	-168.007	599.664	507.883	-228.438	599.201	94.648	-231.883	580.034	555.065	-222.845	533.490	44.397	-232.204	504.261	354.205	-322.178	167.753	259.948	-319.850	174.953	0.000	0.000	0.000	598.364	-178.497	280.339	537.478	-219.475	240.232	17.401	-168.778	245.089	70.850	-208.483	209.837	509.445	49.096	285.515	446.766	37.067	315.096	116.716	62.522	270.896	180.744	47.985	301.134	369.440	130.653	301.585	434.113	133.576	316.033	412.110	221.540	295.910	487.795	130.329	297.766	505.886	199.565	294.598	259.750	138.764	297.786	187.669	142.773	307.050	197.167	232.460	293.629	129.858	131.633	285.133	109.832	202.916	275.574
1200	11.99000	382.108	-135.104	826.367	371.128	-236.923	808.988	208.691	-216.263	805.645	228.653	-110.789	828.066	291.543	-287.581	654.618	299.829	-168.025	599.718	507.877	-228.423	599.214	94.628	-231.938	580.054	555.072	-222.846	533.511	44.436	-232.262	504.214	354.210	-322.203	167.740	259.948	-319.859	174.978	0.000	0.000	0.000	598.410	-178.634	280.457	537.501	-219.518	240.238	17.391	-168.885	245.061	70.850	-208.592	209.837	509.402	49.035	285.433	446.696	37.014	315.036	116.710	62.429	270.777	180.755	47.899	301.003	369.389	130.590	301.446	433.997	133.548	315.957	412.087	221.487	295.754	487.739	130.280	297.685	505.864	199.510	294.528	259.714	138.608	297.749	187.653	142.669	306.999	197.131	232.385	293.455	129.825	131.519	285.036	109.837	202.827	275.441
1201	12.00000	382.030	-135.137	826.411	371.102	-236.981	808.946	208.654	-216.314	805.622	228.614	-110.854	828.100	291.536	-287.612	654.611	299.743	-167.968	599.685	507.865	-228.411	599.231	94.636	-232.000	580.024	555.066	-222.843	533.521	44.370	-232.367	504.255	354.207	-322.220	167.752	259.958	-319.918	174.954	0.000	0.000	0.000	598.391	-178.648	280.432	537.491	-219.577	240.259	17.384	-169.001	245.057	70.853	-208.714	209.802	509.359	48.978	285.371	446.680	36.955	314.997	116.674	62.325	270.693	180.742	47.800	300.945	369.336	130.480	301.334	433.950	133.463	315.855	412.069	221.402	295.610	487.676	130.228	297.597	505.814	199.448	294.447	259.672	138.525	297.519	187.614	142.562	306.923	197.080	232.306	293.282	129.910	131.373	284.800	109.846	202.692	275.267
1202	12.01000	381.989	-135.198	826.441	371.072	-237.005	808.955	208.572	-216.401	805.633	228.565	-110.904	828.101	291.537	-287.643	654.620	299.671	-168.053	599.713	507.868	-228.402	599.266	94.645	-232.069	580.043	555.047	-222.819	533.547	44.386	-232.425	504.174	354.210	-322.257	167.765	259.975	-319.949	174.946	0.000	0.000	0.000	598.362	-178.684	280.427	537.478	-219.631	240.296	17.371	-169.089	244.996	70.836	-208.845	209.759	509.289	48.942	285.296	446.658	36.888	314.943	116.676	62.220	270.605	180.761	47.722	300.827	369.254	130.401	301.167	433.895	133.414	315.723	412.045	221.307	295.509	487.545	130.200	297.401	505.703	199.411	294.254	259.587	138.412	297.466	187.646	142.508	306.800	197.057	232.203	293.155	129.922	131.260	284.676	109.856	202.605	275.145
