NO_OF_FRAMES	2130
NO_OF_CAMERAS	6
NO_OF_MARKERS	31
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-09-10, 12:10:36.270	4128673.93321610
DATA_INCLUDED	3D
MARKER_NAMES	RFH	RBH	LBH	LFH	C7	IJ_chest	RAC_sho	LAC_sho	RHGT_sho	LHGT_sho	RPSI_back	LPSI_back	RASI	RLE_elb	RME_elb	LLE_elb	LME_elb	RUS_wrist	RRS_wrist	LUS_wrist	LRS_wrist	RTF_hand	RHM2_hand	RIF_hand	RHL5_hand	RLF_hand	LTF_hand	LHM2_hand	LIF_hand	LHL5_hand	LLF_hand
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Mixed	Measured	Mixed	Measured	Measured
Frame	Time	RFH X	RFH Y	RFH Z	RBH X	RBH Y	RBH Z	LBH X	LBH Y	LBH Z	LFH X	LFH Y	LFH Z	C7 X	C7 Y	C7 Z	IJ_chest X	IJ_chest Y	IJ_chest Z	RAC_sho X	RAC_sho Y	RAC_sho Z	LAC_sho X	LAC_sho Y	LAC_sho Z	RHGT_sho X	RHGT_sho Y	RHGT_sho Z	LHGT_sho X	LHGT_sho Y	LHGT_sho Z	RPSI_back X	RPSI_back Y	RPSI_back Z	LPSI_back X	LPSI_back Y	LPSI_back Z	RASI X	RASI Y	RASI Z	RLE_elb X	RLE_elb Y	RLE_elb Z	RME_elb X	RME_elb Y	RME_elb Z	LLE_elb X	LLE_elb Y	LLE_elb Z	LME_elb X	LME_elb Y	LME_elb Z	RUS_wrist X	RUS_wrist Y	RUS_wrist Z	RRS_wrist X	RRS_wrist Y	RRS_wrist Z	LUS_wrist X	LUS_wrist Y	LUS_wrist Z	LRS_wrist X	LRS_wrist Y	LRS_wrist Z	RTF_hand X	RTF_hand Y	RTF_hand Z	RHM2_hand X	RHM2_hand Y	RHM2_hand Z	RIF_hand X	RIF_hand Y	RIF_hand Z	RHL5_hand X	RHL5_hand Y	RHL5_hand Z	RLF_hand X	RLF_hand Y	RLF_hand Z	LTF_hand X	LTF_hand Y	LTF_hand Z	LHM2_hand X	LHM2_hand Y	LHM2_hand Z	LIF_hand X	LIF_hand Y	LIF_hand Z	LHL5_hand X	LHL5_hand Y	LHL5_hand Z	LLF_hand X	LLF_hand Y	LLF_hand Z	
1203	12.02000	381.964	-135.241	826.438	371.053	-237.036	808.969	208.568	-216.456	805.626	228.500	-110.972	828.093	291.528	-287.674	654.631	299.677	-168.025	599.682	507.852	-228.385	599.289	94.624	-232.130	580.035	555.052	-222.803	533.574	44.370	-232.505	504.173	354.223	-322.273	167.777	259.962	-319.984	174.953	0.000	0.000	0.000	598.374	-178.721	280.423	537.479	-219.672	240.306	17.386	-169.198	244.990	70.862	-208.931	209.745	509.261	48.868	285.216	446.623	36.836	314.877	116.673	62.122	270.516	180.731	47.609	300.798	369.149	130.306	301.078	433.845	133.358	315.624	411.896	221.223	295.362	487.473	130.146	297.248	505.648	199.358	294.120	259.621	138.363	297.241	187.591	142.370	306.684	197.040	232.084	293.046	129.937	131.165	284.609	109.839	202.502	275.060
1204	12.03000	381.877	-135.254	826.463	371.017	-237.089	808.977	208.520	-216.521	805.614	228.464	-111.040	828.102	291.511	-287.691	654.624	299.705	-168.118	599.689	507.851	-228.382	599.319	94.605	-232.189	579.998	555.032	-222.790	533.593	44.348	-232.579	504.196	354.247	-322.294	167.761	260.001	-319.999	174.925	0.000	0.000	0.000	598.381	-178.747	280.492	537.504	-219.738	240.340	17.364	-169.309	244.946	70.861	-209.039	209.746	509.225	48.828	285.146	446.580	36.782	314.825	116.678	62.002	270.484	180.769	47.524	300.714	369.013	130.212	300.980	433.789	133.255	315.584	411.813	221.143	295.110	487.378	130.126	297.108	505.534	199.335	293.949	259.860	138.349	296.941	187.622	142.265	306.564	197.061	232.060	292.826	129.907	131.051	284.530	109.794	202.407	274.901
1205	12.04000	381.875	-135.324	826.475	370.977	-237.144	808.978	208.498	-216.568	805.590	228.412	-111.087	828.134	291.518	-287.750	654.622	299.667	-168.145	599.713	507.790	-228.383	599.308	94.599	-232.250	579.987	555.048	-222.807	533.632	44.339	-232.638	504.170	354.257	-322.309	167.792	260.007	-320.037	174.951	0.000	0.000	0.000	598.343	-178.737	280.460	537.503	-219.779	240.355	17.365	-169.439	244.944	70.883	-209.146	209.731	509.183	48.753	285.088	446.551	36.730	314.808	116.703	61.908	270.447	180.744	47.421	300.671	368.942	130.086	300.831	433.703	133.206	315.508	411.739	221.079	295.043	487.353	130.064	296.978	505.481	199.276	293.827	259.837	138.276	296.789	187.639	142.160	306.495	197.077	231.932	292.745	129.939	130.972	284.417	109.828	202.306	274.815
1206	12.05000	381.817	-135.353	826.493	370.938	-237.186	808.987	208.460	-216.655	805.599	228.370	-111.146	828.083	291.480	-287.790	654.636	299.651	-168.138	599.726	507.789	-228.385	599.349	94.596	-232.284	580.001	555.042	-222.810	533.660	44.316	-232.692	504.157	354.288	-322.313	167.740	260.045	-320.066	174.945	0.000	0.000	0.000	598.428	-178.834	280.523	537.539	-219.839	240.366	17.392	-169.525	244.899	70.888	-209.243	209.717	509.135	48.699	285.040	446.455	36.655	314.744	116.712	61.815	270.353	180.757	47.339	300.641	368.898	130.011	300.694	433.641	133.129	315.488	411.670	220.995	294.997	487.270	130.006	296.944	505.390	199.225	293.678	259.838	138.146	296.765	187.649	142.097	306.373	197.112	231.840	292.496	129.974	130.937	284.307	109.806	202.212	274.770
1207	12.06000	381.741	-135.398	826.484	370.916	-237.235	808.982	208.428	-216.721	805.597	228.298	-111.224	828.132	291.475	-287.832	654.638	299.550	-168.174	599.763	507.786	-228.390	599.362	94.569	-232.332	579.981	555.004	-222.803	533.651	44.309	-232.760	504.147	354.332	-322.347	167.771	260.069	-320.087	174.953	0.000	0.000	0.000	598.399	-178.801	280.469	537.552	-219.898	240.385	17.415	-169.604	244.852	70.908	-209.345	209.713	509.074	48.661	284.979	446.439	36.583	314.695	116.750	61.758	270.290	180.724	47.266	300.566	368.858	129.944	300.583	433.615	133.064	315.333	411.580	220.974	294.933	487.214	129.955	296.940	505.310	199.187	293.601	259.812	138.072	296.624	187.680	141.999	306.361	197.116	231.745	292.448	129.953	130.815	284.311	109.838	202.165	274.709
1208	12.07000	381.729	-135.455	826.498	370.855	-237.288	808.993	208.354	-216.799	805.604	228.277	-111.295	828.148	291.443	-287.878	654.635	299.526	-168.149	599.777	507.741	-228.401	599.376	94.569	-232.388	579.971	554.975	-222.830	533.677	44.312	-232.807	504.133	354.338	-322.353	167.748	260.093	-320.100	174.932	0.000	0.000	0.000	598.440	-178.859	280.512	537.595	-219.922	240.413	17.415	-169.703	244.876	70.917	-209.396	209.724	509.030	48.618	284.980	446.382	36.513	314.642	116.740	61.683	270.277	180.764	47.183	300.520	368.784	129.913	300.462	433.546	132.983	315.278	411.489	220.912	294.791	487.122	129.896	296.943	505.236	199.116	293.672	259.841	137.993	296.579	187.665	141.897	306.346	197.158	231.678	292.274	129.928	130.706	284.308	109.652	201.832	274.952
1209	12.08000	381.704	-135.509	826.512	370.819	-237.343	808.984	208.344	-216.854	805.596	228.191	-111.365	828.147	291.441	-287.932	654.641	299.500	-168.182	599.752	507.732	-228.419	599.399	94.511	-232.446	579.973	554.973	-222.832	533.689	44.283	-232.876	504.134	354.375	-322.388	167.731	260.106	-320.146	174.916	0.000	0.000	0.000	598.457	-178.908	280.574	537.598	-219.967	240.414	17.429	-169.767	244.828	70.930	-209.467	209.693	509.010	48.542	284.985	446.326	36.465	314.577	116.734	61.584	270.264	180.737	47.099	300.555	368.733	129.813	300.386	433.485	132.923	315.231	411.424	220.851	294.724	487.115	129.829	296.927	505.110	199.085	293.640	259.916	137.915	296.515	187.657	141.832	306.333	197.195	231.604	292.224	129.961	130.687	284.178	109.684	201.838	274.761
1210	12.09000	381.637	-135.567	826.516	370.792	-237.400	808.981	208.294	-216.915	805.587	228.155	-111.439	828.173	291.456	-287.950	654.618	299.482	-168.219	599.849	507.675	-228.433	599.378	94.507	-232.498	579.959	554.955	-222.834	533.692	44.248	-232.938	504.122	354.404	-322.402	167.752	260.145	-320.172	174.925	0.000	0.000	0.000	598.396	-178.900	280.548	537.631	-220.013	240.450	17.436	-169.863	244.855	70.943	-209.535	209.657	508.969	48.505	284.972	446.286	36.416	314.556	116.747	61.505	270.252	180.762	47.030	300.556	368.700	129.795	300.284	433.485	132.860	315.206	411.325	220.836	294.647	487.054	129.780	296.928	505.075	199.030	293.629	259.884	137.829	296.502	187.733	141.794	306.262	197.209	231.564	292.139	129.927	130.598	284.199	109.707	201.821	274.711
1211	12.10000	381.606	-135.644	826.558	370.752	-237.471	808.993	208.245	-216.991	805.592	228.144	-111.480	828.160	291.414	-288.022	654.645	299.465	-168.290	599.812	507.662	-228.451	599.373	94.491	-232.590	579.932	554.953	-222.865	533.712	44.252	-233.008	504.095	354.421	-322.420	167.746	260.164	-320.208	174.909	0.000	0.000	0.000	598.429	-178.958	280.574	537.634	-220.041	240.409	17.435	-169.929	244.813	70.961	-209.578	209.633	508.940	48.459	284.951	446.273	36.370	314.537	116.780	61.452	270.223	180.726	46.986	300.535	368.617	129.796	300.171	433.434	132.812	315.176	411.317	220.782	294.606	487.022	129.745	296.905	505.055	198.979	293.574	259.896	137.740	296.505	187.727	141.749	306.248	197.179	231.461	292.154	129.951	130.554	284.190	109.843	201.820	274.651
1212	12.11000	381.527	-135.676	826.562	370.688	-237.513	808.999	208.231	-217.046	805.571	228.059	-111.577	828.190	291.401	-288.051	654.633	299.449	-168.333	599.847	507.646	-228.480	599.373	94.471	-232.643	579.900	554.965	-222.905	533.733	44.243	-233.078	504.070	354.438	-322.460	167.755	260.172	-320.236	174.913	0.000	0.000	0.000	598.412	-178.959	280.540	537.634	-220.069	240.438	17.449	-169.982	244.789	70.986	-209.650	209.633	508.943	48.414	284.924	446.263	36.311	314.521	116.782	61.424	270.198	180.754	46.928	300.490	368.601	129.739	300.138	433.441	132.809	315.120	411.294	220.739	294.558	487.059	129.701	296.852	505.004	198.952	293.481	259.942	137.700	296.454	187.717	141.682	306.260	197.199	231.421	292.125	129.934	130.469	284.264	109.815	201.755	274.711
1213	12.12000	381.489	-135.740	826.568	370.668	-237.564	808.987	208.148	-217.144	805.591	228.035	-111.653	828.191	291.404	-288.098	654.629	299.369	-168.353	599.891	507.628	-228.530	599.372	94.461	-232.710	579.893	554.902	-222.924	533.719	44.236	-233.160	504.062	354.476	-322.451	167.715	260.198	-320.271	174.897	0.000	0.000	0.000	598.458	-179.031	280.626	537.611	-220.117	240.448	17.449	-170.049	244.782	71.007	-209.706	209.575	508.901	48.412	284.873	446.238	36.303	314.490	116.751	61.336	270.250	180.756	46.861	300.500	368.599	129.649	300.196	433.404	132.768	315.126	411.274	220.695	294.513	487.009	129.683	296.826	504.988	198.921	293.431	259.928	137.673	296.472	187.723	141.658	306.265	197.144	231.368	292.167	129.934	130.425	284.246	109.833	201.762	274.683
1214	12.13000	381.420	-135.801	826.613	370.631	-237.635	808.996	208.117	-217.210	805.555	227.969	-111.727	828.185	291.383	-288.158	654.626	299.378	-168.385	599.907	507.589	-228.569	599.364	94.442	-232.771	579.867	554.915	-222.983	533.724	44.223	-233.232	503.998	354.486	-322.480	167.701	260.224	-320.309	174.890	0.000	0.000	0.000	598.389	-179.020	280.507	537.595	-220.175	240.432	17.483	-170.060	244.655	71.040	-209.766	209.553	508.916	48.358	284.888	446.250	36.245	314.516	116.767	61.288	270.246	180.705	46.820	300.548	368.579	129.696	300.138	433.399	132.755	315.112	411.278	220.657	294.490	487.032	129.637	296.718	504.962	198.878	293.407	259.898	137.641	296.478	187.709	141.611	306.278	197.133	231.336	292.176	129.926	130.373	284.280	109.774	201.663	274.756
1215	12.14000	381.350	-135.865	826.619	370.586	-237.676	808.986	208.069	-217.290	805.544	227.899	-111.841	828.199	291.350	-288.207	654.598	299.388	-168.420	599.890	507.587	-228.599	599.362	94.446	-232.842	579.823	554.856	-222.987	533.699	44.278	-233.278	503.900	354.508	-322.506	167.703	260.218	-320.327	174.862	0.000	0.000	0.000	598.424	-179.103	280.565	537.610	-220.185	240.380	17.505	-170.134	244.678	71.049	-209.770	209.508	508.865	48.352	284.846	446.229	36.205	314.495	116.756	61.263	270.219	180.779	46.771	300.512	368.579	129.677	300.145	433.377	132.686	315.123	411.265	220.633	294.536	487.025	129.617	296.727	504.980	198.822	293.426	259.911	137.657	296.477	187.690	141.587	306.287	197.082	231.301	292.195	129.907	130.319	284.291	109.767	201.623	274.791
1216	12.15000	381.321	-135.933	826.654	370.557	-237.770	808.996	208.039	-217.390	805.524	227.852	-111.931	828.220	291.316	-288.254	654.587	299.371	-168.529	599.895	507.552	-228.657	599.350	94.406	-232.929	579.796	554.859	-223.053	533.693	44.240	-233.380	503.912	354.514	-322.532	167.688	260.261	-320.353	174.857	0.000	0.000	0.000	598.370	-179.089	280.484	537.589	-220.233	240.385	17.540	-170.172	244.630	71.082	-209.822	209.486	508.874	48.303	284.839	446.191	36.164	314.489	116.785	61.196	270.285	180.763	46.737	300.514	368.577	129.675	300.160	433.298	132.701	315.007	411.302	220.613	294.552	486.994	129.555	296.801	504.941	198.786	293.431	259.808	137.651	296.531	187.665	141.548	306.324	197.024	231.257	292.219	129.883	130.282	284.306	109.728	201.552	274.798
1217	12.16000	381.266	-136.025	826.675	370.516	-237.845	808.992	208.012	-217.452	805.497	227.812	-112.021	828.233	291.317	-288.299	654.582	299.356	-168.497	599.915	507.532	-228.703	599.326	94.414	-233.007	579.765	554.831	-223.104	533.705	44.249	-233.458	503.845	354.524	-322.565	167.692	260.271	-320.399	174.847	0.000	0.000	0.000	598.382	-179.181	280.525	537.593	-220.255	240.351	17.542	-170.221	244.602	71.124	-209.866	209.430	508.828	48.254	284.854	446.202	36.127	314.499	116.756	61.161	270.265	180.735	46.715	300.545	368.621	129.645	300.225	433.366	132.619	315.154	411.360	220.581	294.623	487.033	129.545	296.759	504.974	198.738	293.495	259.834	137.671	296.533	187.611	141.481	306.348	196.954	231.243	292.219	129.875	130.238	284.308	109.723	201.549	274.767
1218	12.17000	381.221	-136.111	826.699	370.489	-237.905	808.991	207.969	-217.567	805.482	227.740	-112.128	828.240	291.286	-288.371	654.557	299.368	-168.510	599.942	507.504	-228.770	599.321	94.387	-233.096	579.709	554.816	-223.158	533.678	44.255	-233.526	503.753	354.543	-322.598	167.702	260.265	-320.422	174.828	0.000	0.000	0.000	598.357	-179.237	280.537	537.564	-220.296	240.330	17.592	-170.257	244.549	71.174	-209.891	209.447	508.846	48.207	284.860	446.179	36.104	314.461	116.739	61.116	270.302	180.756	46.666	300.589	368.647	129.616	300.261	433.396	132.585	315.174	411.383	220.552	294.679	487.048	129.490	296.765	504.971	198.708	293.508	259.829	137.642	296.529	187.639	141.493	306.351	196.911	231.180	292.227	129.884	130.210	284.314	109.668	201.479	274.782
1219	12.18000	381.194	-136.226	826.717	370.456	-237.985	808.979	207.941	-217.689	805.487	227.722	-112.229	828.252	291.289	-288.399	654.525	299.286	-168.562	599.989	507.499	-228.845	599.289	94.339	-233.159	579.682	554.747	-223.200	533.587	44.280	-233.601	503.722	354.570	-322.627	167.662	260.294	-320.434	174.836	0.000	0.000	0.000	598.348	-179.273	280.504	537.542	-220.352	240.270	17.634	-170.290	244.469	71.215	-209.937	209.397	508.834	48.197	284.862	446.193	36.076	314.497	116.763	61.095	270.311	180.741	46.652	300.589	368.680	129.605	300.278	433.422	132.565	315.195	411.421	220.516	294.742	487.046	129.447	296.781	504.999	198.659	293.544	259.823	137.641	296.528	187.619	141.473	306.343	196.901	231.175	292.185	129.825	130.159	284.332	109.647	201.428	274.780
1220	12.19000	381.142	-136.299	826.756	370.419	-238.078	808.995	207.887	-217.789	805.492	227.650	-112.346	828.256	291.264	-288.492	654.525	299.286	-168.610	599.973	507.473	-228.909	599.283	94.352	-233.265	579.638	554.798	-223.316	533.617	44.262	-233.684	503.668	354.577	-322.634	167.661	260.282	-320.481	174.815	0.000	0.000	0.000	598.297	-179.325	280.452	537.508	-220.386	240.267	17.660	-170.340	244.462	71.256	-209.973	209.348	508.847	48.136	284.885	446.170	36.050	314.486	116.761	61.067	270.282	180.749	46.613	300.614	368.695	129.595	300.343	433.428	132.538	315.244	411.528	220.457	294.809	487.032	129.421	296.876	505.073	198.608	293.559	259.763	137.609	296.547	187.553	141.429	306.463	196.898	231.142	292.182	129.822	130.131	284.334	109.647	201.426	274.802
1221	12.20000	381.100	-136.368	826.753	370.387	-238.165	808.977	207.863	-217.892	805.463	227.631	-112.439	828.240	291.241	-288.553	654.495	299.215	-168.546	600.029	507.465	-228.981	599.253	94.346	-233.336	579.612	554.750	-223.361	533.608	44.251	-233.770	503.641	354.604	-322.639	167.646	260.306	-320.480	174.812	0.000	0.000	0.000	598.283	-179.391	280.451	537.501	-220.421	240.249	17.686	-170.375	244.387	71.273	-210.004	209.336	508.869	48.071	284.913	446.211	35.972	314.520	116.744	60.980	270.349	180.736	46.572	300.624	368.725	129.583	300.366	433.466	132.490	315.253	411.558	220.439	294.855	487.076	129.345	296.838	505.106	198.543	293.603	259.799	137.601	296.531	187.506	141.378	306.512	196.878	231.114	292.167	129.833	130.082	284.349	109.608	201.369	274.819
1222	12.21000	381.057	-136.484	826.766	370.369	-238.262	809.005	207.843	-217.988	805.489	227.587	-112.553	828.284	291.216	-288.639	654.469	299.297	-168.583	600.060	507.423	-229.084	599.238	94.322	-233.422	579.568	554.716	-223.464	533.598	44.233	-233.850	503.614	354.608	-322.656	167.671	260.319	-320.508	174.813	0.000	0.000	0.000	598.290	-179.485	280.469	537.432	-220.541	240.249	17.694	-170.407	244.352	71.315	-210.045	209.276	508.888	48.035	284.928	446.165	35.966	314.496	116.771	60.959	270.362	180.749	46.513	300.643	368.745	129.541	300.332	433.483	132.465	315.242	411.615	220.385	294.906	487.100	129.315	296.833	505.139	198.490	293.629	259.805	137.555	296.514	187.518	141.344	306.515	196.856	231.088	292.141	129.813	130.053	284.360	109.608	201.322	274.848
1223	12.22000	381.034	-136.607	826.787	370.338	-238.365	808.990	207.838	-218.085	805.458	227.534	-112.687	828.326	291.156	-288.721	654.465	299.161	-168.537	600.137	507.420	-229.181	599.224	94.298	-233.485	579.522	554.705	-223.572	533.586	44.229	-233.895	503.569	354.608	-322.663	167.686	260.320	-320.532	174.804	0.000	0.000	0.000	598.267	-179.547	280.437	537.427	-220.590	240.212	17.693	-170.499	244.353	71.325	-210.094	209.280	508.910	47.924	284.994	446.190	35.868	314.542	116.750	60.907	270.393	180.752	46.493	300.628	368.750	129.500	300.353	433.467	132.410	315.284	411.625	220.354	294.927	487.129	129.241	296.859	505.178	198.428	293.662	259.792	137.510	296.567	187.510	141.312	306.523	196.857	231.025	292.170	129.816	129.968	284.443	109.612	201.267	274.894
1224	12.23000	381.007	-136.695	826.809	370.315	-238.473	808.999	207.791	-218.191	805.461	227.554	-112.778	828.325	291.142	-288.809	654.438	299.175	-168.494	600.205	507.390	-229.300	599.208	94.265	-233.552	579.495	554.695	-223.674	533.588	44.206	-233.966	503.520	354.616	-322.688	167.629	260.321	-320.523	174.789	0.000	0.000	0.000	598.239	-179.624	280.429	537.397	-220.635	240.185	17.742	-170.498	244.245	71.361	-210.116	209.179	508.928	47.890	284.996	446.198	35.844	314.560	116.752	60.873	270.414	180.770	46.425	300.669	368.770	129.460	300.365	433.504	132.351	315.269	411.656	220.278	294.965	487.148	129.163	296.866	505.178	198.384	293.690	259.812	137.476	296.579	187.498	141.280	306.560	196.859	230.998	292.236	129.841	129.961	284.411	109.606	201.221	274.909
1225	12.24000	380.966	-136.822	826.842	370.286	-238.580	808.972	207.780	-218.296	805.470	227.518	-112.918	828.353	291.107	-288.867	654.412	299.106	-168.519	600.234	507.376	-229.399	599.191	94.258	-233.594	579.454	554.691	-223.786	533.567	44.208	-233.987	503.501	354.622	-322.699	167.642	260.317	-320.547	174.790	0.000	0.000	0.000	598.248	-179.724	280.463	537.376	-220.767	240.159	17.755	-170.532	244.224	71.366	-210.201	209.176	508.925	47.828	285.033	446.215	35.769	314.551	116.779	60.817	270.429	180.772	46.389	300.681	368.787	129.393	300.396	433.507	132.304	315.270	411.698	220.216	295.002	487.153	129.090	296.892	505.222	198.292	293.763	259.793	137.457	296.601	187.490	141.216	306.600	196.840	230.960	292.286	129.840	129.914	284.469	109.623	201.178	274.919
1226	12.25000	380.947	-136.946	826.863	370.279	-238.726	808.979	207.724	-218.428	805.470	227.528	-113.026	828.373	291.083	-288.963	654.395	299.120	-168.512	600.275	507.346	-229.525	599.172	94.236	-233.628	579.398	554.611	-223.866	533.521	44.171	-234.058	503.488	354.617	-322.740	167.651	260.315	-320.550	174.759	0.000	0.000	0.000	598.248	-179.792	280.412	537.354	-220.795	240.131	17.763	-170.575	244.164	71.381	-210.221	209.078	508.965	47.771	285.005	446.218	35.711	314.532	116.787	60.781	270.432	180.801	46.323	300.666	368.812	129.377	300.416	433.545	132.222	315.351	411.746	220.160	295.099	487.184	129.031	296.952	505.301	198.231	293.800	259.775	137.420	296.661	187.518	141.161	306.643	196.811	230.912	292.342	129.823	129.848	284.489	109.611	201.138	275.042
1227	12.26000	380.909	-137.077	826.879	370.247	-238.843	808.943	207.747	-218.519	805.439	227.478	-113.184	828.457	291.016	-289.062	654.384	299.122	-168.528	600.341	507.339	-229.610	599.139	94.213	-233.687	579.376	554.620	-223.972	533.496	44.158	-234.094	503.460	354.615	-322.750	167.635	260.309	-320.585	174.774	0.000	0.000	0.000	598.194	-179.869	280.416	537.301	-220.865	240.145	17.778	-170.603	244.133	71.391	-210.270	209.082	508.961	47.672	285.038	446.253	35.617	314.574	116.785	60.748	270.428	180.775	46.294	300.692	368.865	129.348	300.424	433.593	132.166	315.351	411.826	220.107	295.174	487.261	128.904	296.986	505.350	198.126	293.867	259.789	137.368	296.649	187.519	141.106	306.683	196.816	230.861	292.430	129.814	129.768	284.569	109.617	201.076	275.078
1228	12.27000	380.894	-137.225	826.912	370.210	-238.982	808.937	207.707	-218.627	805.439	227.516	-113.300	828.455	290.994	-289.138	654.348	299.078	-168.510	600.335	507.299	-229.709	599.140	94.217	-233.744	579.353	554.602	-224.086	533.509	44.130	-234.126	503.419	354.634	-322.774	167.608	260.311	-320.611	174.760	0.000	0.000	0.000	598.201	-179.963	280.436	537.275	-220.921	240.097	17.748	-170.651	244.150	71.371	-210.295	209.068	508.982	47.602	285.010	446.260	35.566	314.585	116.801	60.701	270.485	180.813	46.233	300.745	368.924	129.291	300.487	433.609	132.084	315.402	411.916	220.050	295.232	487.251	128.881	296.964	505.446	198.017	293.961	259.849	137.308	296.621	187.531	141.069	306.713	196.859	230.821	292.422	129.860	129.778	284.529	109.629	201.055	275.112
1229	12.28000	380.935	-137.379	826.942	370.194	-239.126	808.916	207.686	-218.738	805.444	227.514	-113.436	828.525	290.955	-289.257	654.344	299.057	-168.562	600.415	507.278	-229.808	599.099	94.158	-233.786	579.327	554.573	-224.198	533.502	44.090	-234.159	503.404	354.637	-322.809	167.600	260.304	-320.639	174.730	0.000	0.000	0.000	598.192	-180.055	280.406	537.278	-220.976	240.086	17.753	-170.646	244.118	71.373	-210.306	209.050	509.031	47.522	285.097	446.293	35.496	314.601	116.798	60.654	270.533	180.835	46.166	300.738	368.955	129.252	300.489	433.655	132.003	315.409	411.979	220.003	295.316	487.353	128.759	297.038	505.534	197.937	294.041	259.666	137.154	296.753	187.598	140.996	306.740	196.896	230.798	292.405	129.843	129.713	284.624	109.675	201.024	275.164
1230	12.29000	380.904	-137.535	826.947	370.172	-239.285	808.897	207.679	-218.859	805.452	227.525	-113.557	828.550	290.949	-289.341	654.302	299.054	-168.569	600.387	507.253	-229.939	599.114	94.145	-233.848	579.306	554.561	-224.302	533.469	44.065	-234.201	503.379	354.634	-322.818	167.593	260.330	-320.650	174.732	0.000	0.000	0.000	598.135	-180.135	280.388	537.248	-221.042	240.096	17.709	-170.679	244.121	71.369	-210.340	209.036	509.037	47.433	285.098	446.313	35.391	314.639	116.843	60.621	270.572	180.877	46.127	300.749	368.992	129.214	300.549	433.729	131.929	315.486	412.059	219.935	295.423	487.374	128.683	297.076	505.618	197.854	294.128	259.895	137.193	296.610	187.637	140.953	306.714	196.964	230.736	292.397	129.908	129.654	284.669	109.734	200.999	275.210
