NO_OF_FRAMES	1238
NO_OF_CAMERAS	6
NO_OF_MARKERS	30
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-09-10, 12:09:51.002	4128628.66564140
DATA_INCLUDED	3D
MARKER_NAMES	RFH	RBH	LBH	LFH	C7	IJ_chest	RAC_sho	LAC_sho	RHGT_sho	LHGT_sho	RPSI_back	LPSI_back	RLE_elb	RME_elb	LLE_elb	LME_elb	RUS_wrist	RRS_wrist	LUS_wrist	LRS_wrist	RTF_hand	RHM2_hand	RIF_hand	RHL5_hand	RLF_hand	LTF_hand	LHM2_hand	LIF_hand	LHL5_hand	LLF_hand
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured
Frame	Time	RFH X	RFH Y	RFH Z	RBH X	RBH Y	RBH Z	LBH X	LBH Y	LBH Z	LFH X	LFH Y	LFH Z	C7 X	C7 Y	C7 Z	IJ_chest X	IJ_chest Y	IJ_chest Z	RAC_sho X	RAC_sho Y	RAC_sho Z	LAC_sho X	LAC_sho Y	LAC_sho Z	RHGT_sho X	RHGT_sho Y	RHGT_sho Z	LHGT_sho X	LHGT_sho Y	LHGT_sho Z	RPSI_back X	RPSI_back Y	RPSI_back Z	LPSI_back X	LPSI_back Y	LPSI_back Z	RLE_elb X	RLE_elb Y	RLE_elb Z	RME_elb X	RME_elb Y	RME_elb Z	LLE_elb X	LLE_elb Y	LLE_elb Z	LME_elb X	LME_elb Y	LME_elb Z	RUS_wrist X	RUS_wrist Y	RUS_wrist Z	RRS_wrist X	RRS_wrist Y	RRS_wrist Z	LUS_wrist X	LUS_wrist Y	LUS_wrist Z	LRS_wrist X	LRS_wrist Y	LRS_wrist Z	RTF_hand X	RTF_hand Y	RTF_hand Z	RHM2_hand X	RHM2_hand Y	RHM2_hand Z	RIF_hand X	RIF_hand Y	RIF_hand Z	RHL5_hand X	RHL5_hand Y	RHL5_hand Z	RLF_hand X	RLF_hand Y	RLF_hand Z	LTF_hand X	LTF_hand Y	LTF_hand Z	LHM2_hand X	LHM2_hand Y	LHM2_hand Z	LIF_hand X	LIF_hand Y	LIF_hand Z	LHL5_hand X	LHL5_hand Y	LHL5_hand Z	LLF_hand X	LLF_hand Y	LLF_hand Z	
775	7.74000	385.399	-146.628	827.292	380.564	-248.757	807.662	216.696	-237.481	808.681	231.001	-131.533	832.990	297.187	-297.043	652.323	302.462	-173.600	602.528	510.985	-241.057	594.050	99.487	-237.846	580.545	561.977	-244.516	532.924	46.042	-243.020	508.865	355.405	-324.870	166.923	261.202	-322.281	174.418	620.157	-191.336	279.255	557.802	-228.799	235.483	-1.267	-185.419	250.505	53.143	-222.202	212.200	523.580	44.642	284.691	471.181	13.410	320.554	101.781	60.066	271.988	151.798	24.345	309.909	363.234	36.897	300.834	414.614	83.628	329.935	328.424	102.701	304.997	451.344	114.755	293.470	401.257	161.278	291.369	252.225	36.540	321.241	209.598	91.545	324.690	292.619	100.997	289.927	166.015	119.841	279.842	209.953	175.069	269.298
776	7.75000	385.354	-146.803	827.332	380.506	-248.920	807.665	216.669	-237.667	808.674	230.939	-131.710	833.005	297.153	-297.136	652.291	302.438	-173.672	602.630	510.952	-241.153	594.045	99.447	-237.932	580.543	561.941	-244.618	532.921	45.992	-243.079	508.831	355.402	-324.903	166.893	261.201	-322.330	174.422	620.127	-191.380	279.242	557.791	-228.820	235.490	-1.261	-185.432	250.439	53.101	-222.230	212.200	523.529	44.616	284.674	471.124	13.415	320.566	101.788	60.011	272.087	151.778	24.294	309.980	363.228	37.069	300.664	414.624	83.591	330.004	328.468	102.692	305.102	451.339	114.733	293.525	401.133	161.136	291.395	252.163	36.562	321.355	209.529	91.432	324.820	292.713	101.071	289.830	165.869	119.652	280.136	210.440	174.698	269.372
777	7.76000	385.299	-146.962	827.349	380.458	-249.072	807.653	216.638	-237.805	808.643	230.914	-131.886	833.022	297.129	-297.229	652.290	302.422	-173.822	602.625	510.921	-241.243	594.066	99.416	-238.000	580.520	561.933	-244.709	532.937	46.012	-243.173	508.796	355.393	-324.959	166.908	261.194	-322.382	174.419	620.104	-191.467	279.260	557.770	-228.864	235.499	-1.279	-185.494	250.436	53.099	-222.274	212.169	523.518	44.568	284.709	471.126	13.336	320.620	101.816	59.976	272.063	151.802	24.251	310.015	363.195	37.214	300.551	414.680	83.565	330.074	328.532	102.701	305.240	451.265	114.735	293.604	401.042	160.998	291.342	252.277	36.658	321.251	209.507	91.369	324.916	292.677	101.010	289.998	165.917	119.580	280.196	211.124	174.268	269.224
778	7.77000	385.246	-147.133	827.377	380.435	-249.253	807.678	216.602	-237.971	808.624	230.852	-132.095	833.059	297.065	-297.318	652.274	302.386	-173.868	602.602	510.873	-241.350	594.081	99.396	-238.084	580.514	561.907	-244.778	532.950	45.962	-243.234	508.771	355.402	-325.000	166.906	261.203	-322.424	174.413	620.072	-191.509	279.252	557.736	-228.912	235.537	-1.301	-185.550	250.409	53.082	-222.351	212.180	523.541	44.545	284.745	471.076	13.342	320.608	101.828	59.937	272.128	151.758	24.170	310.066	363.157	37.394	300.320	414.691	83.509	330.154	328.542	102.716	305.322	451.336	114.788	293.672	400.877	160.838	291.312	252.316	36.732	321.222	209.547	91.334	324.980	292.604	100.838	290.312	165.948	119.562	280.246	211.854	173.774	269.244
779	7.78000	385.226	-147.306	827.406	380.387	-249.434	807.699	216.530	-238.143	808.628	230.808	-132.254	833.085	297.066	-297.398	652.273	302.378	-173.973	602.649	510.869	-241.431	594.095	99.378	-238.152	580.478	561.876	-244.872	532.976	45.969	-243.300	508.739	355.393	-325.059	166.934	261.199	-322.485	174.430	620.032	-191.561	279.254	557.693	-228.958	235.545	-1.324	-185.617	250.438	53.072	-222.367	212.127	523.527	44.492	284.797	471.104	13.249	320.694	101.863	59.910	272.152	151.706	24.083	310.154	363.202	37.488	300.115	414.700	83.459	330.220	328.550	102.701	305.399	451.299	114.693	293.809	400.711	160.708	291.307	252.339	36.797	321.214	209.472	91.191	325.161	292.806	100.987	290.223	165.995	119.491	280.352	212.962	173.225	268.991
780	7.79000	385.136	-147.465	827.441	380.330	-249.574	807.681	216.520	-238.281	808.633	230.763	-132.415	833.126	297.024	-297.473	652.273	302.274	-173.982	602.690	510.830	-241.494	594.078	99.348	-238.256	580.479	561.863	-244.976	532.971	45.921	-243.365	508.749	355.387	-325.100	166.927	261.196	-322.525	174.422	620.049	-191.661	279.300	557.668	-228.995	235.570	-1.315	-185.648	250.404	53.059	-222.457	212.104	523.553	44.444	284.911	471.088	13.212	320.707	101.849	59.813	272.255	151.751	24.019	310.145	363.131	37.578	299.879	414.763	83.373	330.360	328.633	102.685	305.378	451.241	114.699	293.856	400.532	160.557	291.206	252.353	36.811	321.214	209.450	91.079	325.360	292.697	100.783	290.567	166.203	119.621	280.140	213.389	172.842	269.090
781	7.80000	385.095	-147.622	827.479	380.279	-249.728	807.660	216.441	-238.456	808.623	230.717	-132.565	833.169	296.983	-297.550	652.268	302.302	-174.072	602.693	510.801	-241.568	594.113	99.299	-238.320	580.478	561.804	-245.031	532.985	45.905	-243.434	508.720	355.373	-325.150	166.927	261.194	-322.581	174.396	620.074	-191.744	279.362	557.637	-229.025	235.566	-1.332	-185.706	250.391	53.053	-222.495	212.101	523.578	44.439	284.996	470.995	13.171	320.784	101.834	59.752	272.286	151.716	23.925	310.257	363.125	37.670	299.689	414.773	83.328	330.510	328.636	102.660	305.420	451.259	114.671	293.975	400.290	160.378	291.056	252.406	36.890	321.199	209.444	90.971	325.489	292.869	100.891	290.458	165.985	119.396	280.493	213.865	172.516	269.082
782	7.81000	385.094	-147.783	827.503	380.249	-249.883	807.662	216.426	-238.559	808.615	230.722	-132.682	833.197	296.950	-297.628	652.268	302.232	-174.181	602.631	510.774	-241.648	594.115	99.253	-238.380	580.471	561.797	-245.111	532.952	45.885	-243.490	508.701	355.368	-325.186	166.904	261.164	-322.633	174.407	619.997	-191.726	279.295	557.636	-229.060	235.586	-1.359	-185.767	250.395	53.035	-222.518	212.081	523.586	44.355	285.142	470.993	13.099	320.833	101.849	59.706	272.351	151.733	23.858	310.271	363.112	37.730	299.573	414.771	83.300	330.571	328.652	102.660	305.495	451.387	114.684	294.088	399.980	160.160	290.821	252.502	36.947	321.103	209.467	90.908	325.564	292.895	100.881	290.566	165.998	119.359	280.601	214.254	172.230	269.164
783	7.82000	385.062	-147.946	827.542	380.212	-250.007	807.655	216.375	-238.688	808.591	230.619	-132.855	833.258	296.948	-297.696	652.258	302.207	-174.193	602.735	510.756	-241.711	594.102	99.253	-238.437	580.443	561.793	-245.153	532.958	45.821	-243.575	508.722	355.350	-325.246	166.889	261.173	-322.663	174.404	620.011	-191.783	279.347	557.615	-229.109	235.589	-1.373	-185.811	250.408	53.012	-222.569	212.053	523.590	44.304	285.230	471.056	13.051	320.950	101.852	59.648	272.405	151.760	23.771	310.316	363.117	37.787	299.594	414.779	83.259	330.692	328.702	102.692	305.596	451.263	114.643	294.144	399.628	159.886	290.583	252.526	37.010	321.186	209.440	90.790	325.775	292.944	100.844	290.635	165.977	119.278	280.742	214.468	172.135	269.097
784	7.83000	385.000	-148.062	827.603	380.168	-250.145	807.663	216.297	-238.829	808.603	230.615	-132.980	833.277	296.919	-297.764	652.266	302.186	-174.231	602.681	510.740	-241.777	594.117	99.247	-238.492	580.419	561.737	-245.235	532.963	45.807	-243.632	508.722	355.331	-325.305	166.918	261.121	-322.723	174.395	619.997	-191.807	279.348	557.617	-229.120	235.572	-1.407	-185.876	250.410	53.003	-222.638	212.031	523.587	44.286	285.282	471.117	12.973	321.060	101.842	59.586	272.458	151.757	23.734	310.358	363.096	37.829	299.578	414.807	83.239	330.795	328.619	102.546	305.708	451.210	114.639	294.212	399.254	159.615	290.358	252.467	37.098	321.264	209.313	90.670	325.962	292.280	100.414	291.271	166.203	119.396	280.600	214.522	172.040	269.043
785	7.84000	384.985	-148.181	827.621	380.117	-250.258	807.651	216.265	-238.940	808.590	230.537	-133.137	833.333	296.876	-297.838	652.267	302.198	-174.327	602.712	510.707	-241.854	594.132	99.176	-238.554	580.437	561.715	-245.309	532.970	45.808	-243.662	508.692	355.332	-325.357	166.904	261.110	-322.768	174.422	620.003	-191.863	279.387	557.592	-229.177	235.635	-1.373	-185.915	250.361	53.021	-222.633	212.050	523.567	44.249	285.315	471.070	12.997	321.044	101.831	59.524	272.551	151.744	23.677	310.439	363.109	37.864	299.606	414.827	83.186	330.910	328.776	102.678	305.765	451.194	114.634	294.238	398.931	159.340	290.177	252.469	37.117	321.295	209.310	90.640	326.006	292.392	100.616	291.302	166.226	119.364	280.662	214.591	171.949	268.940
786	7.85000	384.935	-148.292	827.660	380.079	-250.367	807.651	216.248	-239.007	808.571	230.561	-133.229	833.345	296.844	-297.907	652.260	302.140	-174.444	602.720	510.673	-241.933	594.142	99.160	-238.611	580.417	561.716	-245.354	532.961	45.826	-243.718	508.635	355.294	-325.408	166.896	261.100	-322.803	174.410	620.012	-191.909	279.415	557.615	-229.181	235.624	-1.392	-185.958	250.361	53.038	-222.662	212.039	523.567	44.194	285.369	471.119	12.881	321.180	101.806	59.479	272.639	151.761	23.607	310.466	363.116	37.882	299.651	414.868	83.180	330.996	328.822	102.739	305.932	451.315	114.576	294.402	398.770	159.192	290.088	252.472	37.168	321.249	209.317	90.588	326.093	292.450	100.695	291.286	166.230	119.303	280.773	214.759	171.742	268.886
787	7.86000	384.927	-148.431	827.668	380.034	-250.490	807.635	216.217	-239.119	808.569	230.493	-133.371	833.400	296.809	-297.971	652.270	302.130	-174.489	602.688	510.648	-241.991	594.139	99.126	-238.671	580.414	561.697	-245.423	532.980	45.778	-243.766	508.630	355.272	-325.459	166.928	261.085	-322.865	174.395	619.980	-191.893	279.385	557.628	-229.206	235.621	-1.417	-186.001	250.346	53.060	-222.713	211.970	523.571	44.161	285.418	471.123	12.877	321.200	101.837	59.484	272.652	151.762	23.553	310.549	363.134	37.889	299.662	414.807	83.146	331.136	328.844	102.769	306.010	451.274	114.588	294.446	398.706	159.108	290.125	252.534	37.233	321.190	209.356	90.560	326.123	292.388	100.703	291.363	166.217	119.251	280.821	215.135	171.419	268.797
788	7.87000	384.887	-148.515	827.663	380.012	-250.592	807.640	216.184	-239.215	808.565	230.491	-133.459	833.410	296.784	-298.020	652.258	302.126	-174.499	602.733	510.610	-242.038	594.149	99.113	-238.727	580.393	561.655	-245.482	532.995	45.697	-243.832	508.697	355.260	-325.534	166.922	261.067	-322.920	174.409	620.043	-191.987	279.477	557.607	-229.249	235.630	-1.402	-186.029	250.314	53.077	-222.690	211.910	523.571	44.114	285.450	471.116	12.821	321.227	101.799	59.423	272.814	151.780	23.508	310.610	363.089	37.889	299.668	414.828	83.121	331.182	328.877	102.791	306.066	451.308	114.576	294.479	398.708	159.085	290.123	252.638	37.248	321.045	209.313	90.501	326.253	292.385	100.731	291.408	166.220	119.219	280.930	215.514	171.131	268.613
789	7.88000	384.880	-148.620	827.697	379.964	-250.693	807.634	216.161	-239.298	808.565	230.460	-133.549	833.445	296.767	-298.091	652.281	302.076	-174.604	602.776	510.570	-242.107	594.168	99.074	-238.768	580.368	561.638	-245.535	532.991	45.696	-243.858	508.631	355.247	-325.580	166.913	261.044	-322.952	174.410	619.998	-191.998	279.446	557.616	-229.257	235.654	-1.413	-186.031	250.298	53.071	-222.716	211.919	523.562	44.111	285.504	471.076	12.786	321.255	101.837	59.373	272.890	151.805	23.440	310.672	363.053	37.910	299.647	414.756	83.100	331.302	328.932	102.833	306.096	451.419	114.606	294.591	398.726	159.144	290.132	252.706	37.285	320.982	209.340	90.443	326.314	292.483	100.743	291.459	166.250	119.174	280.987	215.755	170.807	268.587
790	7.89000	384.861	-148.727	827.697	379.955	-250.776	807.633	216.134	-239.385	808.556	230.400	-133.661	833.480	296.707	-298.148	652.267	302.080	-174.635	602.741	510.550	-242.176	594.174	99.052	-238.820	580.354	561.604	-245.565	532.983	45.656	-243.901	508.618	355.231	-325.611	166.901	261.058	-322.999	174.388	619.940	-192.023	279.425	557.582	-229.286	235.655	-1.433	-186.075	250.297	53.015	-222.742	211.993	523.568	44.042	285.542	471.090	12.753	321.310	101.860	59.343	272.896	151.835	23.401	310.695	363.051	37.910	299.607	414.813	83.068	331.304	328.930	102.826	306.118	451.434	114.577	294.672	398.807	159.214	290.145	252.748	37.278	320.960	209.369	90.391	326.335	292.369	100.584	291.765	166.123	118.977	281.330	216.168	170.615	268.338
791	7.90000	384.861	-148.807	827.731	379.908	-250.853	807.615	216.087	-239.467	808.573	230.378	-133.732	833.524	296.668	-298.211	652.257	302.083	-174.697	602.756	510.534	-242.220	594.187	99.027	-238.860	580.349	561.579	-245.629	533.015	45.611	-243.953	508.649	355.197	-325.676	166.910	261.018	-323.046	174.412	619.935	-192.038	279.450	557.563	-229.330	235.658	-1.438	-186.074	250.284	53.024	-222.764	211.918	523.562	44.027	285.592	471.040	12.739	321.314	101.887	59.302	272.917	151.823	23.364	310.746	363.058	37.920	299.602	414.788	83.027	331.379	328.924	102.842	306.139	451.483	114.541	294.729	398.840	159.245	290.155	252.750	37.247	321.004	209.321	90.325	326.477	292.399	100.576	291.881	166.371	119.070	281.104	216.481	170.370	268.289
792	7.91000	384.760	-148.865	827.691	379.882	-250.921	807.622	216.104	-239.505	808.550	230.383	-133.783	833.512	296.670	-298.237	652.254	301.996	-174.718	602.823	510.506	-242.273	594.202	99.006	-238.913	580.348	561.528	-245.693	533.018	45.625	-243.993	508.602	355.190	-325.714	166.882	261.028	-323.118	174.361	619.953	-192.146	279.528	557.548	-229.340	235.688	-1.447	-186.090	250.255	53.007	-222.791	211.886	523.561	44.006	285.623	471.034	12.688	321.355	101.963	59.260	272.957	151.826	23.309	310.783	363.040	37.952	299.591	414.833	82.993	331.411	328.961	102.841	306.157	451.474	114.554	294.812	398.865	159.237	290.225	252.774	37.226	321.120	209.319	90.251	326.555	292.414	100.540	292.029	166.459	119.012	281.180	216.750	170.111	268.231
793	7.92000	384.767	-148.934	827.708	379.854	-250.988	807.623	216.050	-239.607	808.591	230.338	-133.850	833.525	296.605	-298.301	652.256	301.998	-174.812	602.804	510.482	-242.316	594.202	98.964	-238.986	580.367	561.546	-245.705	533.019	45.613	-244.037	508.623	355.181	-325.791	166.871	260.994	-323.179	174.390	619.924	-192.173	279.491	557.526	-229.414	235.723	-1.473	-186.120	250.287	52.991	-222.834	211.928	523.605	43.938	285.693	471.063	12.653	321.372	101.996	59.225	273.018	151.879	23.278	310.818	363.064	37.942	299.543	414.862	82.945	331.490	329.048	102.812	306.255	451.520	114.505	294.830	398.880	159.267	290.259	252.793	37.133	321.167	209.345	90.212	326.619	292.475	100.538	292.096	166.482	118.972	281.228	216.895	169.980	267.990
794	7.93000	384.779	-148.996	827.706	379.853	-251.034	807.628	216.036	-239.653	808.563	230.330	-133.906	833.553	296.589	-298.351	652.266	301.975	-174.873	602.741	510.483	-242.391	594.212	98.957	-239.020	580.351	561.521	-245.780	532.999	45.602	-244.072	508.624	355.162	-325.845	166.866	261.002	-323.225	174.361	619.881	-192.196	279.507	557.504	-229.427	235.711	-1.484	-186.142	250.270	52.972	-222.844	211.920	523.579	43.907	285.699	471.057	12.606	321.404	102.039	59.196	273.008	151.919	23.229	310.845	363.044	37.938	299.524	414.857	82.919	331.557	329.063	102.812	306.229	451.491	114.504	294.906	398.881	159.238	290.320	252.899	37.058	321.189	209.377	90.161	326.659	292.478	100.482	292.175	166.526	118.946	281.283	216.910	169.991	267.833
795	7.94000	384.743	-149.028	827.711	379.827	-251.087	807.630	216.020	-239.691	808.566	230.311	-133.951	833.542	296.552	-298.405	652.254	301.968	-174.902	602.808	510.437	-242.435	594.214	98.945	-239.055	580.340	561.495	-245.844	533.035	45.603	-244.102	508.594	355.131	-325.879	166.851	260.988	-323.272	174.354	619.884	-192.239	279.500	557.517	-229.447	235.713	-1.474	-186.175	250.269	52.996	-222.853	211.887	523.573	43.857	285.705	471.035	12.577	321.408	102.015	59.155	273.114	151.933	23.158	310.921	363.005	37.883	299.515	414.855	82.884	331.665	329.073	102.799	306.297	451.479	114.420	294.995	398.854	159.184	290.385	252.920	36.934	321.248	209.422	90.074	326.828	292.551	100.505	292.160	166.543	118.913	281.376	216.816	170.129	267.520
796	7.95000	384.688	-149.073	827.697	379.817	-251.146	807.643	215.979	-239.758	808.586	230.271	-134.023	833.587	296.539	-298.456	652.246	301.896	-174.949	602.780	510.408	-242.492	594.223	98.934	-239.096	580.329	561.467	-245.876	533.023	45.566	-244.122	508.541	355.122	-325.933	166.838	260.965	-323.339	174.361	619.871	-192.309	279.513	557.483	-229.470	235.719	-1.486	-186.177	250.253	52.996	-222.853	211.887	523.598	43.815	285.738	471.051	12.561	321.431	102.033	59.102	273.165	151.932	23.104	310.972	363.028	37.798	299.453	414.874	82.861	331.696	329.146	102.788	306.384	451.498	114.494	295.020	398.823	159.125	290.409	252.910	36.784	321.155	209.416	90.006	326.870	292.524	100.457	292.163	166.548	118.887	281.470	216.576	170.321	267.229
797	7.96000	384.704	-149.108	827.735	379.779	-251.169	807.620	215.989	-239.781	808.576	230.269	-134.061	833.557	296.534	-298.479	652.249	301.939	-174.998	602.785	510.395	-242.551	594.226	98.908	-239.118	580.340	561.443	-245.953	533.045	45.521	-244.160	508.608	355.090	-326.026	166.834	260.944	-323.386	174.374	619.856	-192.373	279.514	557.454	-229.511	235.698	-1.499	-186.217	250.255	52.991	-222.882	211.885	523.549	43.784	285.747	471.048	12.493	321.450	102.019	59.019	273.290	152.009	23.067	310.966	363.043	37.810	299.402	414.876	82.821	331.742	329.115	102.773	306.365	451.493	114.395	295.110	398.790	159.086	290.455	253.000	36.682	321.221	209.417	89.931	326.941	292.574	100.455	292.139	166.537	118.870	281.546	216.212	170.526	267.033
798	7.97000	384.683	-149.172	827.714	379.763	-251.204	807.652	215.947	-239.822	808.580	230.228	-134.100	833.589	296.507	-298.527	652.232	301.863	-175.015	602.793	510.373	-242.620	594.238	98.909	-239.143	580.334	561.421	-246.024	533.046	45.547	-244.140	508.524	355.084	-326.058	166.843	260.935	-323.407	174.353	619.812	-192.384	279.481	557.444	-229.573	235.714	-1.488	-186.213	250.237	53.007	-222.905	211.880	523.545	43.722	285.790	470.999	12.484	321.440	102.014	58.941	273.360	152.000	22.999	311.051	362.999	37.740	299.356	414.906	82.783	331.753	329.094	102.769	306.352	451.496	114.441	295.078	398.805	159.065	290.574	252.919	36.508	321.334	209.470	89.937	326.925	292.546	100.418	292.143	166.517	118.830	281.565	215.764	170.812	266.648
799	7.98000	384.669	-149.209	827.741	379.755	-251.270	807.649	215.941	-239.843	808.563	230.217	-134.134	833.581	296.478	-298.569	652.246	301.926	-175.059	602.737	510.360	-242.663	594.235	98.892	-239.160	580.350	561.405	-246.040	533.041	45.503	-244.176	508.583	355.063	-326.085	166.872	260.918	-323.448	174.333	619.827	-192.458	279.496	557.409	-229.633	235.741	-1.491	-186.232	250.256	52.999	-222.926	211.901	523.550	43.697	285.823	471.001	12.446	321.477	102.065	58.944	273.314	152.006	22.978	311.082	363.000	37.680	299.263	414.910	82.718	331.796	329.138	102.704	306.381	451.487	114.346	295.151	398.842	159.065	290.678	252.909	36.438	321.351	209.527	89.927	326.961	292.537	100.453	292.161	166.393	118.752	281.713	215.534	171.006	266.413
800	7.99000	384.653	-149.208	827.738	379.726	-251.284	807.667	215.931	-239.883	808.567	230.216	-134.173	833.575	296.438	-298.608	652.255	301.918	-175.120	602.772	510.337	-242.712	594.235	98.869	-239.180	580.328	561.404	-246.110	533.060	45.489	-244.206	508.606	355.043	-326.135	166.886	260.901	-323.502	174.331	619.787	-192.462	279.468	557.422	-229.657	235.738	-1.487	-186.268	250.253	53.009	-222.966	211.906	523.545	43.647	285.829	470.948	12.399	321.468	102.062	58.923	273.340	151.986	22.948	311.133	363.008	37.632	299.139	414.895	82.680	331.771	329.130	102.690	306.279	451.551	114.358	295.149	398.893	159.078	290.709	252.862	36.386	321.404	209.582	90.027	326.864	292.541	100.469	292.160	166.507	118.725	281.628	215.702	170.971	266.065
801	8.00000	384.612	-149.242	827.723	379.728	-251.324	807.686	215.888	-239.932	808.584	230.176	-134.233	833.606	296.448	-298.648	652.251	301.855	-175.157	602.745	510.337	-242.769	594.227	98.874	-239.181	580.332	561.403	-246.171	533.038	45.462	-244.213	508.626	355.027	-326.159	166.836	260.868	-323.531	174.316	619.823	-192.573	279.537	557.412	-229.720	235.755	-1.489	-186.304	250.237	53.005	-223.002	211.898	523.549	43.567	285.823	470.952	12.324	321.426	102.040	58.905	273.326	151.959	22.933	311.112	362.911	37.556	299.211	414.868	82.638	331.803	329.149	102.702	306.220	451.540	114.325	295.174	398.956	159.100	290.747	252.863	36.363	321.477	209.473	89.912	326.956	292.598	100.486	292.217	166.503	118.724	281.593	215.810	170.874	265.945
802	8.01000	384.611	-149.261	827.728	379.708	-251.350	807.679	215.879	-239.958	808.599	230.146	-134.266	833.609	296.424	-298.673	652.244	301.936	-175.220	602.737	510.312	-242.822	594.224	98.848	-239.214	580.333	561.370	-246.211	533.041	45.432	-244.241	508.644	355.014	-326.208	166.821	260.860	-323.572	174.318	619.795	-192.602	279.498	557.377	-229.789	235.771	-1.484	-186.293	250.160	52.999	-223.025	211.902	523.531	43.524	285.835	470.971	12.267	321.444	102.043	58.866	273.339	151.999	22.918	311.087	362.861	37.508	299.195	414.882	82.593	331.779	329.078	102.631	306.122	451.566	114.324	295.150	399.074	159.120	290.727	252.889	36.348	321.477	209.410	89.879	326.995	292.508	100.461	292.175	166.511	118.695	281.534	215.763	170.811	265.877
803	8.02000	384.629	-149.320	827.740	379.689	-251.376	807.712	215.878	-239.985	808.595	230.177	-134.292	833.599	296.428	-298.688	652.234	301.947	-175.187	602.782	510.305	-242.868	594.217	98.840	-239.247	580.362	561.349	-246.287	533.060	45.459	-244.240	508.569	354.997	-326.245	166.794	260.834	-323.626	174.311	619.780	-192.666	279.497	557.383	-229.817	235.726	-1.509	-186.348	250.236	52.984	-223.014	211.895	523.546	43.469	285.771	470.958	12.238	321.401	102.014	58.825	273.347	151.971	22.885	311.110	362.959	37.495	299.036	414.872	82.589	331.736	329.109	102.582	306.019	451.576	114.289	295.129	399.155	159.163	290.719	252.881	36.290	321.451	209.449	89.863	327.012	292.495	100.411	292.125	166.488	118.655	281.532	215.840	170.771	265.813
804	8.03000	384.612	-149.352	827.746	379.687	-251.398	807.682	215.880	-239.993	808.577	230.139	-134.329	833.630	296.407	-298.754	652.255	301.885	-175.228	602.795	510.284	-242.932	594.233	98.829	-239.248	580.336	561.368	-246.329	533.033	45.444	-244.259	508.580	354.996	-326.280	166.816	260.816	-323.660	174.313	619.749	-192.712	279.505	557.373	-229.885	235.737	-1.551	-186.375	250.227	52.981	-223.048	211.882	523.531	43.439	285.748	470.957	12.217	321.348	101.988	58.815	273.373	151.980	22.852	311.105	362.881	37.478	298.907	414.920	82.571	331.695	329.103	102.524	305.923	451.605	114.224	295.073	399.241	159.170	290.693	252.914	36.313	321.392	209.567	89.910	326.821	292.528	100.378	292.035	166.267	118.475	281.822	215.846	170.713	265.791
805	8.04000	384.599	-149.349	827.712	379.687	-251.424	807.684	215.864	-240.027	808.562	230.166	-134.344	833.622	296.359	-298.780	652.261	301.809	-175.244	602.801	510.281	-242.949	594.236	98.830	-239.265	580.325	561.360	-246.377	533.027	45.444	-244.283	508.605	354.965	-326.340	166.809	260.807	-323.688	174.269	619.734	-192.777	279.504	557.354	-229.955	235.713	-1.547	-186.375	250.206	52.960	-223.061	211.879	523.553	43.384	285.687	470.997	12.141	321.312	102.014	58.769	273.371	151.956	22.809	311.137	362.874	37.441	298.864	414.877	82.545	331.645	329.055	102.474	305.836	451.619	114.206	295.030	399.350	159.213	290.621	252.903	36.285	321.395	209.460	89.790	326.976	292.514	100.283	292.031	166.250	118.436	281.827	215.922	170.657	265.751
806	8.05000	384.621	-149.385	827.729	379.677	-251.440	807.697	215.853	-240.041	808.580	230.149	-134.392	833.674	296.387	-298.794	652.247	301.884	-175.305	602.744	510.283	-242.992	594.224	98.800	-239.285	580.327	561.332	-246.440	533.033	45.413	-244.289	508.606	354.944	-326.374	166.804	260.786	-323.744	174.284	619.743	-192.849	279.485	557.323	-230.025	235.717	-1.606	-186.410	250.213	52.913	-223.102	211.883	523.572	43.339	285.615	470.996	12.117	321.236	101.968	58.703	273.402	151.981	22.776	311.086	362.870	37.411	298.780	414.940	82.532	331.572	329.091	102.473	305.629	451.695	114.160	294.986	399.415	159.222	290.526	252.843	36.249	321.352	209.526	89.792	326.817	292.483	100.208	291.948	166.525	118.595	281.483	215.951	170.590	265.742
807	8.06000	384.622	-149.413	827.730	379.655	-251.462	807.696	215.856	-240.071	808.587	230.174	-134.409	833.675	296.365	-298.815	652.259	301.876	-175.321	602.796	510.276	-243.008	594.224	98.793	-239.308	580.332	561.330	-246.456	533.028	45.436	-244.288	508.613	354.938	-326.427	166.783	260.762	-323.777	174.251	619.727	-192.909	279.469	557.302	-230.074	235.720	-1.638	-186.439	250.231	52.858	-223.152	211.921	523.594	43.277	285.626	470.999	12.078	321.175	102.012	58.684	273.369	151.992	22.730	311.069	362.870	37.355	298.669	414.951	82.523	331.467	329.099	102.499	305.458	451.710	114.128	294.915	399.484	159.206	290.427	252.841	36.200	321.311	209.524	89.683	326.914	292.534	100.121	291.873	166.261	118.399	281.818	216.031	170.607	265.711
